credit_amt,number_of_credit,new_sam_1,new_sam_0,information_gain
1221089,25,3119,48942,1.61E-05
797100,4,25669,26392,0.000719845
0,0,52060,1,1.42E-07
47000,3,28996,23065,0.000678485
999000,10,13683,38378,0.000157281
801600,7,19451,32610,0.000322273
37811,3,29031,23030,0.000682797
0,0,52060,1,1.42E-07
1660760,41,1198,50863,3.24E-06
0,0,52060,1,1.42E-07
229500,6,23250,28811,0.000494933
1499000,7,9070,42991,0.00023738
0,0,52060,1,1.42E-07
5501000,7,611,51450,3.11E-06
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
595500,9,16457,35604,0.000209688
0,0,52060,1,1.42E-07
1323200,6,12966,39095,0.000386964
56000,1,31453,20608,0.00079631
850000,4,25342,26719,0.000758092
3110000,10,1823,50238,1.98E-05
1517000,4,11407,40654,0.000310233
2250000,6,4958,47103,0.000133101
310153,7,20447,31614,0.000370856
859000,8,17419,34642,0.000247695
992500,5,23358,28703,0.000753364
2601980,9,2883,49178,5.46E-05
2676000,8,2841,49220,3.61E-05
1370000,7,10793,41268,0.000277397
6400000,4,495,51566,1.01E-05
1032470,6,19314,32747,0.000497212
688000,4,26192,25869,0.000759093
1600000,4,10422,41639,0.000289637
1800250,6,7665,44396,0.000183471
1218550,5,16850,35211,0.000482966
0,0,52060,1,1.42E-07
435000,7,20308,31753,0.000358526
1395000,5,13315,38746,0.000372383
0,0,52060,1,1.42E-07
60000,1,31404,20657,0.000789602
3821237,21,663,51398,3.30E-05
67000,4,28043,24018,0.000839717
0,0,52060,1,1.42E-07
537870,6,22746,29315,0.0004447
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1997500,20,2076,49985,3.47E-05
4437205,5,1241,50820,4.50E-06
2000000,7,5820,46241,0.000100781
760000,3,26081,25980,0.000719042
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
913394,16,8440,43621,7.44E-05
228800,1,29466,22595,0.000712578
0,0,52060,1,1.42E-07
1559158,30,1785,50276,1.78E-05
20000,1,32379,19682,0.000820346
0,0,52060,1,1.42E-07
982100,9,15179,36882,0.000197661
1018000,2,23096,28965,0.000748247
0,0,52060,1,1.42E-07
865630,20,6250,45811,8.14E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
648547,72,408,51653,9.92E-06
6368500,10,383,51678,2.28E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
53169,6,23444,28617,0.000471636
0,0,52060,1,1.42E-07
826000,16,8610,43451,6.07E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2909711,41,459,51602,1.39E-05
0,0,52060,1,1.42E-07
727000,5,25272,26789,0.000646902
1538806,7,8666,43395,0.000203036
0,0,52060,1,1.42E-07
2023,1,33150,18911,0.000798342
1305000,15,6204,45857,0.000110286
590000,3,26855,25206,0.000687234
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
972000,10,14000,38061,0.000123239
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1384699,15,5586,46475,8.51E-05
1334000,3,14798,37263,0.00049814
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
247000,5,26516,25545,0.000747416
0,0,52060,1,1.42E-07
256000,1,29270,22791,0.000687998
1031000,3,22587,29474,0.000768269
0,0,52060,1,1.42E-07
1170200,4,18416,33645,0.000601234
0,0,52060,1,1.42E-07
222500,5,26559,25502,0.000752857
712899,7,19736,32325,0.000327931
1619000,17,3227,48834,6.07E-05
563,1,33300,18761,0.000819697
10000,1,32769,19292,0.000796693
0,0,52060,1,1.42E-07
100000,1,30868,21193,0.000820987
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1729000,24,2016,50045,1.76E-05
633420,6,22529,29532,0.00044434
986000,12,11987,40074,0.000121676
669404,12,12824,39237,0.000106541
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
567000,4,26631,25430,0.000735831
800000,17,7927,44134,7.13E-05
1300000,19,4476,47585,6.11E-05
1931500,6,6794,45267,0.000134998
3000000,13,1731,50330,1.51E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1158300,10,10981,41080,0.000143584
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
896000,9,15684,36377,0.000186804
1498000,19,3266,48795,4.68E-05
1907000,5,7636,44425,0.000160892
0,0,52060,1,1.42E-07
993958,10,13780,38281,0.000149372
1078000,19,5815,46246,8.42E-05
1561500,17,3462,48599,5.94E-05
0,0,52060,1,1.42E-07
1200000,12,9061,43000,9.61E-05
0,0,52060,1,1.42E-07
920000,3,24890,27171,0.00075484
1626000,8,7212,44849,0.000167451
203700,4,27682,24379,0.000846018
0,0,52060,1,1.42E-07
713000,15,9847,42214,6.69E-05
1115148,15,7914,44147,0.000111286
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
4805300,8,845,51216,3.73E-07
29000,1,32155,19906,0.000841695
0,0,52060,1,1.42E-07
545000,4,26711,25350,0.000745902
100000,1,30868,21193,0.000820987
1393000,14,6123,45938,6.07E-05
0,0,52060,1,1.42E-07
1096138,3,20589,31472,0.000747415
849500,20,6273,45788,8.28E-05
580000,2,27130,24931,0.000721086
0,0,52060,1,1.42E-07
730000,8,17824,34237,0.000261801
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
932200,4,24637,27424,0.000750001
119000,2,29466,22595,0.000712578
0,0,52060,1,1.42E-07
1113708,27,3071,48990,3.54E-05
0,0,52060,1,1.42E-07
295000,6,23162,28899,0.000485975
1559000,23,2387,49674,2.43E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1124000,22,4459,47602,7.58E-05
0,0,52060,1,1.42E-07
28803,1,32156,19905,0.000841838
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
660000,4,26299,25762,0.0006948
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
250000,1,29330,22731,0.000695472
735000,4,25971,26090,0.000757606
1091400,17,6654,45407,0.000124697
1283000,23,3395,48666,4.01E-05
1165868,9,11798,40263,0.000200839
60000,2,29894,22167,0.000668461
0,0,52060,1,1.42E-07
1110000,17,6470,45591,0.000111614
996000,20,5987,46074,9.54E-05
4718796,12,819,51242,2.03E-06
0,0,52060,1,1.42E-07
701201,12,12793,39268,0.00010487
800000,2,26001,26060,0.000709188
1753950,4,8966,43095,0.000228356
0,0,52060,1,1.42E-07
438000,2,27803,24258,0.000654658
942000,11,13079,38982,0.000108504
0,0,52060,1,1.42E-07
42500,1,31744,20317,0.000810337
1985893,7,5902,46159,0.00010651
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
560000,2,27229,24832,0.000733483
0,0,52060,1,1.42E-07
1881100,6,7122,44939,0.000160256
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
978200,4,24193,27868,0.000721665
299000,3,27979,24082,0.000725684
1524180,21,2842,49219,5.18E-05
830000,2,25776,26285,0.000786452
0,0,52060,1,1.42E-07
19830,1,32395,19666,0.000822609
675000,2,26679,25382,0.000741865
500000,1,27828,24233,0.000681989
0,0,52060,1,1.42E-07
1118000,14,8688,43373,0.000101173
859500,8,17417,34644,0.000247544
1169840,15,7398,44663,9.37E-05
26000,1,32193,19868,0.000847125
1163530,17,6071,45990,0.000101074
1197515,18,5453,46608,7.66E-05
952053,19,6538,45523,7.07E-05
1005000,17,7367,44694,0.000106702
747481,14,10834,41227,7.22E-05
50000,1,31633,20428,0.00079499
859837,21,5885,46176,6.03E-05
0,0,52060,1,1.42E-07
220000,1,29523,22538,0.000719816
0,0,52060,1,1.42E-07
500000,8,18232,33829,0.00029405
3351000,40,373,51688,7.40E-06
0,0,52060,1,1.42E-07
520800,5,25925,26136,0.000674712
0,0,52060,1,1.42E-07
717500,4,26054,26007,0.000741676
1036000,23,4535,47526,6.47E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
585000,3,26879,25182,0.000690154
0,0,52060,1,1.42E-07
878000,11,13364,38697,0.000112131
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1528529,26,2169,49892,1.41E-05
0,0,52060,1,1.42E-07
1700000,4,9442,42619,0.00024754
0,0,52060,1,1.42E-07
1103000.09,22,4579,47482,6.75E-05
1611106,8,7304,44757,0.00017492
795100,4,25678,26383,0.000720956
69800,3,28905,23156,0.000767406
2,1,33376,18685,0.000830648
730000,4,25999,26062,0.000761158
634900,9,16411,35650,0.000206467
0,0,52060,1,1.42E-07
700000,4,26144,25917,0.000753011
0,0,52060,1,1.42E-07
979911,27,3446,48615,5.83E-05
1910000,11,4660,47401,8.97E-05
4658796,12,851,51210,1.25E-06
3635000,8,1512,50549,1.09E-06
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
799086,13,11723,40338,6.34E-05
20000,1,32379,19682,0.000820346
12350,6,23465,28596,0.000473737
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
75,1,33366,18695,0.000829202
0,0,52060,1,1.42E-07
714661,12,12778,39283,0.000104066
197000,3,28320,23741,0.000743432
3851355,10,1314,50747,7.03E-06
437747,5,26134,25927,0.000699982
1519000,23,2498,49563,3.03E-05
1380000,7,10682,41379,0.000290128
1710734.49,28,1760,50301,7.09E-06
1460000,7,9490,42571,0.000251774
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1160000,9,11894,40167,0.000208067
1082836,28,2973,49088,4.40E-05
2350000,6,4473,47588,0.000115286
1688023,70,239,51822,6.21E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
792000,19,6758,45303,5.79E-05
947643,18,7145,44916,7.87E-05
800000,6,21978,30083,0.0004122
585000,3,26879,25182,0.000690154
456700,5,26093,25968,0.000694987
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
830000,2,25776,26285,0.000786452
1977100,6,6538,45523,0.000116387
0,0,52060,1,1.42E-07
1124000,22,4459,47602,7.58E-05
1447100,21,3155,48906,5.58E-05
1144794,27,2975,49086,3.03E-05
0,0,52060,1,1.42E-07
1106400,18,6063,45998,0.000100529
0,0,52060,1,1.42E-07
1209576,9,11099,40962,0.000167214
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
60000,2,29894,22167,0.000668461
996936,9,14928,37133,0.000228074
130000,3,28653,23408,0.000760537
110000,2,29536,22525,0.000721472
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1960193,7,6012,46049,0.000114373
1147270,7,14585,37476,0.000377078
824017,4,25493,26568,0.000750427
833100,14,10710,41351,6.64E-05
1001000,10,13571,38490,0.000150188
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1038000,14,9659,42402,9.14E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
6343000,10,390,51671,2.18E-05
0,0,52060,1,1.42E-07
1541548,30,1807,50254,1.89E-05
1120000,5,19383,32678,0.000658273
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1601251,40,1293,50768,6.25E-06
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
196000,3,28330,23731,0.00074471
37811,3,29031,23030,0.000682797
98100,4,27984,24077,0.000831756
797100,4,25669,26392,0.000719845
1221089,25,3119,48942,1.61E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
912000,3,24956,27105,0.000763162
1203600,4,17521,34540,0.000528673
0,0,52060,1,1.42E-07
8000000,4,265,51796,3.79E-05
1277200,5,15569,36492,0.000450043
1440000,7,9746,42315,0.000251855
1044000,9,13954,38107,0.000190382
3960000,12,1181,50880,2.79E-06
1049000,11,11830,40231,0.00010034
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2872768,41,465,51596,2.06E-06
2000000,5,6981,45080,0.000130406
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
406000,2,27944,24117,0.00067163
0,0,52060,1,1.42E-07
970000,23,4746,47315,7.83E-05
1801000,19,2424,49637,1.52E-05
814900,7,19402,32659,0.000318169
0,0,52060,1,1.42E-07
561000,2,27216,24845,0.000731849
0,0,52060,1,1.42E-07
841995,20,6281,45780,8.33E-05
678600,23,4911,47150,8.96E-05
0,0,52060,1,1.42E-07
1803000,16,3059,49002,3.48E-05
914117,16,8435,43626,7.42E-05
2000,1,33197,18864,0.000804997
2576790,17,1540,50521,3.36E-05
760000,3,26081,25980,0.000719042
1810000,7,6854,45207,0.000159294
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
991500,9,15046,37015,0.00018851
257870,6,23219,28842,0.000491768
47000,3,28996,23065,0.000678485
3821237,21,663,51398,3.30E-05
1013000,5,22550,29511,0.000681758
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
820159,21,5914,46147,6.19E-05
0,0,52060,1,1.42E-07
820000,4,25527,26534,0.000702433
545000,7,20133,31928,0.00036229
961500,16,8312,43749,7.97E-05
2385490,9,3534,48527,0.000105324
1120000,9,12540,39521,0.000221504
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2352000,5,4807,47254,0.00014341
0,0,52060,1,1.42E-07
1200000,4,17703,34358,0.000548377
1200000,4,17703,34358,0.000548377
1200000,4,17703,34358,0.000548377
1475405,23,2646,49415,3.91E-05
1498000,4,11751,40310,0.000342537
909000,7,18919,33142,0.000314372
550000,11,13901,38160,0.000117694
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
954624,10,14095,37966,0.000128666
1342000,5,14268,37793,0.000442478
1759000,20,2374,49687,3.77E-05
1140402,6,16571,35490,0.000478776
1575000,4,10696,41365,0.000315137
8700000,5,118,51943,1.68E-05
0,0,52060,1,1.42E-07
1016,1,33232,18829,0.000809974
300000,1,29065,22996,0.000662798
659000,18,7437,44624,6.95E-05
900000,3,25084,26977,0.000779435
1000605,15,9129,42932,8.71E-05
0,0,52060,1,1.42E-07
750000,13,11811,40250,6.73E-05
786000,10,14764,37297,0.000129571
820000,3,25719,26342,0.000726029
691780,33,2439,49622,6.08E-05
2040200,5,6665,45396,0.000125495
936235,10,14207,37854,0.000135194
0,0,52060,1,1.42E-07
1047000,5,21525,30536,0.000640045
1602587,11,5768,46293,0.000114948
0,0,52060,1,1.42E-07
128000,3,28660,23401,0.000761445
770000,4,25801,26260,0.000736228
56000,1,31453,20608,0.00079631
0,0,52060,1,1.42E-07
1243135,57,749,51312,1.51E-05
772435,13,11767,40294,6.53E-05
1460985,14,5454,46607,6.24E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
935000,3,24764,27297,0.00076599
825860,4,25482,26579,0.000749044
1530000,4,11239,40822,0.000294894
106000,1,30687,21374,0.000796195
835962,7,19327,32734,0.000311933
1952700,4,7378,44683,0.000160422
0,0,52060,1,1.42E-07
1245000,4,16577,35484,0.000530457
540942,6,22742,29319,0.000444312
167500,3,28440,23621,0.000758854
1380000,4,13852,38209,0.000425472
992000,7,18211,33850,0.000389169
158684,8,18505,33556,0.00031656
2177979,11,3818,48243,8.47E-05
648395,7,19917,32144,0.000343401
0,0,52060,1,1.42E-07
1729000,24,2016,50045,1.76E-05
1190000,4,17953,34108,0.000575941
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
932200,4,24637,27424,0.000750001
2683,2,30388,21673,0.000657808
1659000,20,2537,49524,4.85E-05
352899,7,20399,31662,0.000366577
2200000,5,5694,46367,9.22E-05
998183,20,5974,46087,9.45E-05
0,0,52060,1,1.42E-07
1215975,18,5307,46754,6.77E-05
0,0,52060,1,1.42E-07
923254,8,17053,35008,0.000236801
621246,68,458,51603,1.39E-05
1009031,14,9971,42090,8.41E-05
768000,10,14804,37257,0.000131866
886000,5,24444,27617,0.000699803
179830,3,28391,23670,0.000752536
50000,1,31633,20428,0.00079499
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
233700,5,26539,25522,0.000750324
0,0,52060,1,1.42E-07
880481,13,11538,40523,7.46E-05
0,0,52060,1,1.42E-07
222500,5,26559,25502,0.000752857
780000,18,7387,44674,6.68E-05
0,0,52060,1,1.42E-07
716598,7,19725,32336,0.000327001
580000,2,27130,24931,0.000721086
1393000,14,6123,45938,6.07E-05
169920,4,27779,24282,0.000831559
520000,1,27676,24385,0.000764434
4550300,8,960,51101,1.68E-08
849806,6,21736,30325,0.000450885
1158834,15,7508,44553,0.00010051
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
3180977,4,2347,49714,2.23E-05
1897238,5,7744,44317,0.000169346
25000,1,32215,19846,0.000850278
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
400000,8,18332,33729,0.000302209
1378000,5,13620,38441,0.0004022
909895,16,8451,43610,7.50E-05
0,0,52060,1,1.42E-07
1000000,6,20295,31766,0.000528781
1178461,12,9301,42760,9.68E-05
185,1,33343,18718,0.000825883
947000,4,24498,27563,0.000732696
0,0,52060,1,1.42E-07
303000,6,23149,28912,0.000484658
0,0,52060,1,1.42E-07
267060,3,28069,23992,0.000737064
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
778655,13,11759,40302,6.50E-05
1715000,8,6755,45306,0.000151425
167500,3,28440,23621,0.000758854
0,0,52060,1,1.42E-07
300000,1,29065,22996,0.000662798
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
106000,1,30687,21374,0.000796195
350000,2,28212,23849,0.000704533
1650000,4,9868,42193,0.000262644
1207872,7,13385,38676,0.000290292
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1431236,10,7586,44475,0.000121307
80000,1,31088,20973,0.000851714
820055,9,15981,36080,0.000177431
967480,15,9379,42682,7.66E-05
758100,5,25147,26914,0.000656907
1580000,4,10654,41407,0.000311178
629000,6,22534,29527,0.000444826
821000,9,15977,36084,0.00017717
1327000,14,6690,45371,7.94E-05
1641589,10,6054,46007,9.99E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
796541,11,13582,38479,0.000100594
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1428946,26,2417,49644,2.59E-05
1103500,19,5603,46458,8.62E-05
1071771,30,2582,49479,5.16E-05
800000,14,10763,41298,6.88E-05
969466,3,24407,27654,0.000721476
1235500,16,5987,46074,0.000112568
0,0,52060,1,1.42E-07
300,1,33330,18731,0.00082401
1340000,3,14683,37378,0.000485843
762368,41,1652,50409,2.39E-05
2436000,23,1251,50810,3.22E-05
0,0,52060,1,1.42E-07
1080709,8,14548,37513,0.00028896
1822900,20,2277,49784,3.17E-05
1475405,23,2646,49415,3.91E-05
0,0,52060,1,1.42E-07
1117000,8,13788,38273,0.000284219
1061500,14,9379,42682,0.000115076
969000,12,12077,39984,0.000101773
0,0,52060,1,1.42E-07
2371214,8,3812,48249,0.000105469
0,0,52060,1,1.42E-07
955146,8,16837,35224,0.000237132
1302848,9,9809,42252,0.000235485
0,0,52060,1,1.42E-07
1090400,18,6214,45847,0.000110991
29000,1,32155,19906,0.000841695
1262383,28,2542,49519,3.28E-05
1380800,23,3089,48972,3.64E-05
0,0,52060,1,1.42E-07
1184000,24,3500,48561,2.24E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
850000,3,25526,26535,0.00078151
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
220000,1,29523,22538,0.000719816
3230000,4,2263,49798,1.82E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1046000,12,11119,40942,0.000110261
704000,3,26370,25691,0.000729095
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
953433,19,6535,45526,7.05E-05
858000,21,5889,46172,6.06E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
437747,5,26134,25927,0.000699982
3835054,10,1322,50739,7.33E-06
1230000,14,7533,44528,0.000102086
950000,3,24610,27451,0.000746624
0,0,52060,1,1.42E-07
1035600,7,17066,34995,0.000367631
2260000,10,3743,48318,9.98E-05
1017000,11,12328,39733,0.000103445
834300,2,25751,26310,0.000783235
0,0,52060,1,1.42E-07
500000,5,25997,26064,0.000683363
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
908031,10,14331,37730,0.000129687
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1391282,6,11853,40208,0.000305291
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1973000,14,3639,48422,2.86E-05
705027,12,12788,39273,0.000104602
800000,2,26001,26060,0.000709188
3926000,42,284,51777,2.25E-06
0,0,52060,1,1.42E-07
610800,6,22575,29486,0.000448816
452700,4,27018,25043,0.000758714
119000,2,29466,22595,0.000712578
1000,1,33288,18773,0.000817976
2650000,6,3264,48797,3.30E-05
0,0,52060,1,1.42E-07
1300000,19,4476,47585,6.11E-05
0,0,52060,1,1.42E-07
2683,2,30388,21673,0.000657808
964000,4,24336,27725,0.000712782
600000,2,27036,25025,0.000709418
1590000,5,10344,41717,0.000282521
660821,9,16357,35704,0.000202714
2248873,11,3574,48487,8.63E-05
791188,13,11737,40324,6.40E-05
0,0,52060,1,1.42E-07
955000,4,24422,27639,0.000723319
222500,5,26559,25502,0.000752857
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
314000,1,28881,23180,0.000713415
1042859,12,11155,40906,0.000112335
1305000,15,6204,45857,0.000110286
820000,3,25719,26342,0.000726029
1066000,3,21487,30574,0.000744104
0,0,52060,1,1.42E-07
750000,9,16190,35871,0.000191301
1498000,6,10233,41828,0.000272507
987234,19,6445,45616,9.36E-05
710000,5,25332,26729,0.000653939
1173151,18,5597,46464,8.58E-05
0,0,52060,1,1.42E-07
805683,6,21947,30114,0.000409301
585000,3,26879,25182,0.000690154
0,0,52060,1,1.42E-07
64900,8,18558,33503,0.000302687
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1000000,4,23605,28456,0.000812922
759957,20,6322,45739,8.58E-05
613000,10,15038,37023,0.000145652
811000,13,11693,40368,6.21E-05
1005000,17,7367,44694,0.000106702
0,0,52060,1,1.42E-07
736200,4,25962,26099,0.000756466
1400290,18,4238,47823,6.14E-05
50000,1,31633,20428,0.00079499
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
179830,3,28391,23670,0.000752536
261025,3,28087,23974,0.000739351
901000,5,24304,27757,0.000682957
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1267300,5,15769,36292,0.000445848
1311000,16,5484,46577,0.000112725
800426,8,17612,34449,0.000245707
26000,1,32193,19868,0.000847125
1054665,16,7578,44483,0.000120761
704900,7,19762,32299,0.000330133
650000,3,26615,25446,0.00065839
424847,11,13974,38087,0.000121772
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
6281500,10,399,51662,2.05E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
51612,5,26829,25232,0.000635343
1102000,19,5614,46447,8.69E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
683300,11,13772,38289,0.000110636
820515,19,6735,45326,5.67E-05
3007761,41,429,51632,1.15E-05
10000,1,32769,19292,0.000796693
20000,1,32379,19682,0.000820346
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2709247,9,2609,49452,3.68E-05
0,0,52060,1,1.42E-07
1910000,8,5788,46273,0.000116425
760000,3,26081,25980,0.000719042
2538665,17,1604,50457,3.83E-05
0,0,52060,1,1.42E-07
219445,2,28819,23242,0.000705632
789724,16,8658,43403,6.29E-05
40000,1,31848,20213,0.000824873
0,0,52060,1,1.42E-07
3018000,3,2601,49460,3.63E-05
849100,7,19272,32789,0.000325603
4010000,12,1157,50904,2.21E-06
1305450,5,14986,37075,0.000518501
1168000,9,11772,40289,0.000198899
877000,5,24523,27538,0.0007094
750000,3,26128,25933,0.000724864
6300000,4,522,51539,7.99E-06
1065000,3,21528,30533,0.000721048
1506200,5,11341,40720,0.000304172
1927548,5,7475,44586,0.000148581
1047000,4,21985,30076,0.000694229
0,0,52060,1,1.42E-07
60000,2,29894,22167,0.000668461
60000,2,29894,22167,0.000668461
156000,2,29161,22900,0.000698945
389500,6,23028,29033,0.000472486
797100,4,25669,26392,0.000719845
0,0,52060,1,1.42E-07
98100,4,27984,24077,0.000831756
37811,3,29031,23030,0.000682797
1518709,37,1490,50571,1.49E-05
1479000,6,10456,41605,0.000292759
30000,1,32113,19948,0.000835718
5515100,8,586,51475,4.20E-06
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1395215,28,2287,49774,1.94E-05
228800,1,29466,22595,0.000712578
1948000,19,2233,49828,1.69E-05
546,1,33310,18751,0.000821133
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
2000000,5,6981,45080,0.000130406
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
711000,10,14905,37156,0.000137742
434000,7,20311,31750,0.00035879
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1574905,72,268,51793,1.58E-06
0,0,52060,1,1.42E-07
9656,1,32771,19290,0.000796974
3700000,6,1621,50440,3.15E-06
1075970,28,2997,49064,4.55E-05
1460000,15,4885,47176,8.78E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
1000000,10,13659,38402,0.00015575
0,0,52060,1,1.42E-07
1610000,7,8057,44004,0.000216668
0,0,52060,1,1.42E-07
1629975,21,2475,49586,4.43E-05
1911611,30,1456,50605,1.32E-05
1455250,8,8657,43404,0.000202293
150000,3,28543,23518,0.000746349
140000,3,28600,23461,0.000753683
373000,4,27263,24798,0.000790336
0,0,52060,1,1.42E-07
573100,21,5969,46092,6.50E-05
661901,17,7999,44062,7.51E-05
1363143,4,14123,37938,0.000427702
300000,1,29065,22996,0.000662798
552000,2,27255,24806,0.000736758
0,0,52060,1,1.42E-07
965000,5,23793,28268,0.000648021
127000,2,29398,22663,0.000703996
0,0,52060,1,1.42E-07
455000,8,18284,33777,0.000298281
1000000,2,23812,28249,0.000839975
350000,2,28212,23849,0.000704533
200000,1,29742,22319,0.000722787
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
838700,7,19317,32744,0.000311106
0,0,52060,1,1.42E-07
1801000,19,2424,49637,1.52E-05
0,0,52060,1,1.42E-07
0,0,52060,1,1.42E-07
